kernel,proc,prbs,cc,mod_scheme
ant,ARM_CORTEX_A15,30,34723.799999999996,NA
ant,ARM_CORTEX_A15,31,35775.0,NA
ant,ARM_CORTEX_A15,32,36750.6,NA
ant,ARM_CORTEX_A15,33,37875.6,NA
ant,ARM_CORTEX_A15,34,38849.4,NA
ant,ARM_CORTEX_A15,35,39974.4,NA
ant,ARM_CORTEX_A15,36,40876.2,NA
ant,ARM_CORTEX_A15,37,41999.399999999994,NA
ant,ARM_CORTEX_A15,38,43050.600000000006,NA
ant,ARM_CORTEX_A15,39,44100.0,NA
ant,ARM_CORTEX_A15,40,45000.0,NA
ant,ARM_CORTEX_A15,41,46200.6,NA
ant,ARM_CORTEX_A15,42,47100.6,NA
ant,ARM_CORTEX_A15,43,48299.399999999994,NA
ant,ARM_CORTEX_A15,44,49201.2,NA
ant,ARM_CORTEX_A15,45,50324.4,NA
ant,ARM_CORTEX_A15,46,51224.4,NA
ant,ARM_CORTEX_A15,47,52425.0,NA
ant,ARM_CORTEX_A15,48,53325.0,NA
ant,ARM_CORTEX_A15,49,54525.6,NA
ant,ARM_CORTEX_A15,50,55423.799999999996,NA
ant,ARM_CORTEX_A15,51,56624.4,NA
ant,ARM_CORTEX_A15,52,57524.4,NA
ant,ARM_CORTEX_A15,53,58650.299999999996,NA
ant,ARM_CORTEX_A15,54,59698.8,NA
ant,ARM_CORTEX_A15,55,60750.0,NA
ant,ARM_CORTEX_A15,56,61725.600000000006,NA
ant,ARM_CORTEX_A15,57,62924.4,NA
ant,ARM_CORTEX_A15,58,63973.799999999996,NA
ant,ARM_CORTEX_A15,59,65100.6,NA
ant,ARM_CORTEX_A15,60,66074.40000000001,NA
ant,ARM_CORTEX_A15,61,67125.6,NA
ant,ARM_CORTEX_A15,62,68025.6,NA
ant,ARM_CORTEX_A15,63,69150.6,NA
ant,ARM_CORTEX_A15,64,70275.6,NA
ant,ARM_CORTEX_A15,65,71325.0,NA
ant,ARM_CORTEX_A15,66,72374.4,NA
ant,ARM_CORTEX_A15,67,73648.8,NA
ant,ARM_CORTEX_A15,68,74401.2,NA
ant,ARM_CORTEX_A15,69,75675.6,NA
ant,ARM_CORTEX_A15,70,76573.8,NA
ant,ARM_CORTEX_A15,71,77850.0,NA
ant,ARM_CORTEX_A15,72,78525.0,NA
ant,ARM_CORTEX_A15,73,79950.59999999999,NA
ant,ARM_CORTEX_A15,74,80775.0,NA
ant,ARM_CORTEX_A15,75,81826.2,NA
ant,ARM_CORTEX_A15,76,82800.0,NA
ant,ARM_CORTEX_A15,77,84076.20000000001,NA
ant,ARM_CORTEX_A15,78,85125.6,NA
ant,ARM_CORTEX_A15,79,86400.0,NA
ant,ARM_CORTEX_A15,80,87226.2,NA
ant,ARM_CORTEX_A15,81,88350.3,NA
ant,ARM_CORTEX_A15,82,89437.5,NA
ant,ARM_CORTEX_A15,83,90525.59999999999,NA
ant,ARM_CORTEX_A15,84,91575.0,NA
ant,ARM_CORTEX_A15,85,92851.2,NA
ant,ARM_CORTEX_A15,86,93375.0,NA
ant,ARM_CORTEX_A15,87,94874.4,NA
ant,ARM_CORTEX_A15,88,96001.2,NA
ant,ARM_CORTEX_A15,89,97351.2,NA
ant,ARM_CORTEX_A15,90,98325.0,NA
ant,ARM_CORTEX_A15,91,99601.20000000001,NA
ant,ARM_CORTEX_A15,92,100425.59999999999,NA
ant,ARM_CORTEX_A15,93,101775.6,NA
ant,ARM_CORTEX_A15,94,102338.1,NA
ant,ARM_CORTEX_A15,95,103426.2,NA
ant,ARM_CORTEX_A15,96,104175.0,NA
ant,ARM_CORTEX_A15,97,105449.4,NA
ant,ARM_CORTEX_A15,98,105975.0,NA
ant,ARM_CORTEX_A15,99,107026.2,NA
ant,ARM_CORTEX_A15,100,107625.6,NA
demap,ARM_CORTEX_A15,1,4348.799999999999,1
demap,ARM_CORTEX_A15,2,4350.599999999999,1
demap,ARM_CORTEX_A15,3,4424.4,1
demap,ARM_CORTEX_A15,4,4573.8,1
demap,ARM_CORTEX_A15,5,4575.6,1
demap,ARM_CORTEX_A15,6,4649.400000000001,1
demap,ARM_CORTEX_A15,7,4725.0,1
demap,ARM_CORTEX_A15,8,4798.8,1
demap,ARM_CORTEX_A15,9,4874.400000000001,1
demap,ARM_CORTEX_A15,10,4950.0,1
demap,ARM_CORTEX_A15,11,5025.6,1
demap,ARM_CORTEX_A15,12,5101.2,1
demap,ARM_CORTEX_A15,13,5175.0,1
demap,ARM_CORTEX_A15,14,5250.6,1
demap,ARM_CORTEX_A15,15,5326.2,1
demap,ARM_CORTEX_A15,16,5400.0,1
demap,ARM_CORTEX_A15,17,5475.599999999999,1
demap,ARM_CORTEX_A15,18,5551.2,1
demap,ARM_CORTEX_A15,19,5625.0,1
demap,ARM_CORTEX_A15,20,5774.4,1
demap,ARM_CORTEX_A15,21,5776.2,1
demap,ARM_CORTEX_A15,22,5925.6,1
demap,ARM_CORTEX_A15,23,5999.400000000001,1
demap,ARM_CORTEX_A15,24,6075.0,1
demap,ARM_CORTEX_A15,25,6075.0,1
demap,ARM_CORTEX_A15,26,6150.6,1
demap,ARM_CORTEX_A15,27,6226.2,1
demap,ARM_CORTEX_A15,28,6300.0,1
demap,ARM_CORTEX_A15,29,6375.6,1
demap,ARM_CORTEX_A15,30,6525.0,1
demap,ARM_CORTEX_A15,31,6525.0,1
demap,ARM_CORTEX_A15,32,6600.599999999999,1
demap,ARM_CORTEX_A15,33,6676.2,1
demap,ARM_CORTEX_A15,34,6825.599999999999,1
demap,ARM_CORTEX_A15,35,6825.599999999999,1
demap,ARM_CORTEX_A15,36,6975.0,1
demap,ARM_CORTEX_A15,37,6975.0,1
demap,ARM_CORTEX_A15,38,7200.0,1
demap,ARM_CORTEX_A15,39,7200.0,1
demap,ARM_CORTEX_A15,40,7349.4,1
demap,ARM_CORTEX_A15,41,7425.000000000001,1
demap,ARM_CORTEX_A15,42,7500.6,1
demap,ARM_CORTEX_A15,43,7650.0,1
demap,ARM_CORTEX_A15,44,7650.0,1
demap,ARM_CORTEX_A15,45,7799.4,1
demap,ARM_CORTEX_A15,46,7950.6,1
demap,ARM_CORTEX_A15,47,8173.8,1
demap,ARM_CORTEX_A15,48,8251.199999999999,1
demap,ARM_CORTEX_A15,49,8100.0,1
demap,ARM_CORTEX_A15,50,8175.599999999999,1
demap,ARM_CORTEX_A15,51,8325.0,1
demap,ARM_CORTEX_A15,52,8625.6,1
demap,ARM_CORTEX_A15,53,8662.5,1
demap,ARM_CORTEX_A15,54,8699.4,1
demap,ARM_CORTEX_A15,55,8850.599999999999,1
demap,ARM_CORTEX_A15,56,8850.599999999999,1
demap,ARM_CORTEX_A15,57,9073.8,1
demap,ARM_CORTEX_A15,58,9149.4,1
demap,ARM_CORTEX_A15,59,9298.800000000001,1
demap,ARM_CORTEX_A15,60,9225.0,1
demap,ARM_CORTEX_A15,61,9599.4,1
demap,ARM_CORTEX_A15,62,9599.4,1
demap,ARM_CORTEX_A15,63,9601.2,1
demap,ARM_CORTEX_A15,64,9824.4,1
demap,ARM_CORTEX_A15,65,9900.0,1
demap,ARM_CORTEX_A15,66,9826.199999999999,1
demap,ARM_CORTEX_A15,67,10276.199999999999,1
demap,ARM_CORTEX_A15,68,10200.6,1
demap,ARM_CORTEX_A15,69,10200.6,1
demap,ARM_CORTEX_A15,70,10424.7,1
demap,ARM_CORTEX_A15,71,10425.6,1
demap,ARM_CORTEX_A15,72,10650.6,1
demap,ARM_CORTEX_A15,73,10875.6,1
demap,ARM_CORTEX_A15,74,10800.0,1
demap,ARM_CORTEX_A15,75,11174.4,1
demap,ARM_CORTEX_A15,76,11286.900000000001,1
demap,ARM_CORTEX_A15,77,11323.800000000001,1
demap,ARM_CORTEX_A15,78,11549.7,1
demap,ARM_CORTEX_A15,79,11774.7,1
demap,ARM_CORTEX_A15,80,11700.0,1
demap,ARM_CORTEX_A15,81,11700.0,1
demap,ARM_CORTEX_A15,82,11925.0,1
demap,ARM_CORTEX_A15,83,12526.199999999999,1
demap,ARM_CORTEX_A15,84,12675.599999999999,1
demap,ARM_CORTEX_A15,85,12563.1,1
demap,ARM_CORTEX_A15,86,12600.0,1
demap,ARM_CORTEX_A15,87,12675.599999999999,1
demap,ARM_CORTEX_A15,88,12749.4,1
demap,ARM_CORTEX_A15,89,12898.8,1
demap,ARM_CORTEX_A15,90,12974.4,1
demap,ARM_CORTEX_A15,91,13348.8,1
demap,ARM_CORTEX_A15,92,13798.800000000001,1
demap,ARM_CORTEX_A15,93,13500.0,1
demap,ARM_CORTEX_A15,94,13650.300000000001,1
demap,ARM_CORTEX_A15,95,13500.0,1
demap,ARM_CORTEX_A15,96,13462.199999999999,1
demap,ARM_CORTEX_A15,97,14025.599999999999,1
demap,ARM_CORTEX_A15,98,13874.4,1
demap,ARM_CORTEX_A15,99,14175.0,1
demap,ARM_CORTEX_A15,100,14099.4,1
demap,ARM_CORTEX_A15,1,4800.6,2
demap,ARM_CORTEX_A15,2,5473.8,2
demap,ARM_CORTEX_A15,3,6075.0,2
demap,ARM_CORTEX_A15,4,6899.400000000001,2
demap,ARM_CORTEX_A15,5,7349.4,2
demap,ARM_CORTEX_A15,6,7950.6,2
demap,ARM_CORTEX_A15,7,8625.6,2
demap,ARM_CORTEX_A15,8,9225.0,2
demap,ARM_CORTEX_A15,9,9900.0,2
demap,ARM_CORTEX_A15,10,10501.2,2
demap,ARM_CORTEX_A15,11,11176.2,2
demap,ARM_CORTEX_A15,12,11849.400000000001,2
demap,ARM_CORTEX_A15,13,12450.6,2
demap,ARM_CORTEX_A15,14,13050.0,2
demap,ARM_CORTEX_A15,15,13725.0,2
demap,ARM_CORTEX_A15,16,14326.199999999999,2
demap,ARM_CORTEX_A15,17,14999.4,2
demap,ARM_CORTEX_A15,18,15674.400000000001,2
demap,ARM_CORTEX_A15,19,16275.600000000002,2
demap,ARM_CORTEX_A15,20,16875.0,2
demap,ARM_CORTEX_A15,21,17550.0,2
demap,ARM_CORTEX_A15,22,18151.2,2
demap,ARM_CORTEX_A15,23,18826.199999999997,2
demap,ARM_CORTEX_A15,24,19499.399999999998,2
demap,ARM_CORTEX_A15,25,20100.6,2
demap,ARM_CORTEX_A15,26,20700.0,2
demap,ARM_CORTEX_A15,27,21375.0,2
demap,ARM_CORTEX_A15,28,21976.2,2
demap,ARM_CORTEX_A15,29,22649.399999999998,2
demap,ARM_CORTEX_A15,30,23250.6,2
demap,ARM_CORTEX_A15,31,23924.7,2
demap,ARM_CORTEX_A15,32,24525.0,2
demap,ARM_CORTEX_A15,33,25200.0,2
demap,ARM_CORTEX_A15,34,25799.4,2
demap,ARM_CORTEX_A15,35,26474.4,2
demap,ARM_CORTEX_A15,36,27075.6,2
demap,ARM_CORTEX_A15,37,27750.600000000002,2
demap,ARM_CORTEX_A15,38,28350.0,2
demap,ARM_CORTEX_A15,39,29024.999999999996,2
demap,ARM_CORTEX_A15,40,29626.2,2
demap,ARM_CORTEX_A15,41,30299.399999999998,2
demap,ARM_CORTEX_A15,42,30974.399999999998,2
demap,ARM_CORTEX_A15,43,31649.4,2
demap,ARM_CORTEX_A15,44,32324.4,2
demap,ARM_CORTEX_A15,45,32850.0,2
demap,ARM_CORTEX_A15,46,33598.8,2
demap,ARM_CORTEX_A15,47,34275.600000000006,2
demap,ARM_CORTEX_A15,48,34725.6,2
demap,ARM_CORTEX_A15,49,35474.399999999994,2
demap,ARM_CORTEX_A15,50,36112.5,2
demap,ARM_CORTEX_A15,51,36824.4,2
demap,ARM_CORTEX_A15,52,37499.399999999994,2
demap,ARM_CORTEX_A15,53,38176.2,2
demap,ARM_CORTEX_A15,54,38849.4,2
demap,ARM_CORTEX_A15,55,39600.0,2
demap,ARM_CORTEX_A15,56,40125.6,2
demap,ARM_CORTEX_A15,57,40950.0,2
demap,ARM_CORTEX_A15,58,41475.6,2
demap,ARM_CORTEX_A15,59,42075.0,2
demap,ARM_CORTEX_A15,60,42750.0,2
demap,ARM_CORTEX_A15,61,43500.6,2
demap,ARM_CORTEX_A15,62,44174.7,2
demap,ARM_CORTEX_A15,63,44850.6,2
demap,ARM_CORTEX_A15,64,45525.6,2
demap,ARM_CORTEX_A15,65,46274.399999999994,2
demap,ARM_CORTEX_A15,66,46800.0,2
demap,ARM_CORTEX_A15,67,47475.0,2
demap,ARM_CORTEX_A15,68,48224.7,2
demap,ARM_CORTEX_A15,69,48636.9,2
demap,ARM_CORTEX_A15,70,49500.0,2
demap,ARM_CORTEX_A15,71,50324.4,2
demap,ARM_CORTEX_A15,72,50774.4,2
demap,ARM_CORTEX_A15,73,51449.4,2
demap,ARM_CORTEX_A15,74,52050.6,2
demap,ARM_CORTEX_A15,75,52650.0,2
demap,ARM_CORTEX_A15,76,53325.0,2
demap,ARM_CORTEX_A15,77,54075.600000000006,2
demap,ARM_CORTEX_A15,78,54600.3,2
demap,ARM_CORTEX_A15,79,55501.200000000004,2
demap,ARM_CORTEX_A15,80,56176.2,2
demap,ARM_CORTEX_A15,81,56700.0,2
demap,ARM_CORTEX_A15,82,57600.0,2
demap,ARM_CORTEX_A15,83,58201.2,2
demap,ARM_CORTEX_A15,84,58651.2,2
demap,ARM_CORTEX_A15,85,59400.00000000001,2
demap,ARM_CORTEX_A15,86,60075.0,2
demap,ARM_CORTEX_A15,87,60713.100000000006,2
demap,ARM_CORTEX_A15,88,61650.0,2
demap,ARM_CORTEX_A15,89,61949.7,2
demap,ARM_CORTEX_A15,90,63074.7,2
demap,ARM_CORTEX_A15,91,63599.4,2
demap,ARM_CORTEX_A15,92,63826.200000000004,2
demap,ARM_CORTEX_A15,93,64800.0,2
demap,ARM_CORTEX_A15,94,65550.6,2
demap,ARM_CORTEX_A15,95,66150.0,2
demap,ARM_CORTEX_A15,96,67086.90000000001,2
demap,ARM_CORTEX_A15,97,68024.7,2
demap,ARM_CORTEX_A15,98,68774.4,2
demap,ARM_CORTEX_A15,99,69075.0,2
demap,ARM_CORTEX_A15,100,69525.0,2
demap,ARM_CORTEX_A15,1,6375.6,4
demap,ARM_CORTEX_A15,2,8476.2,4
demap,ARM_CORTEX_A15,3,10648.8,4
demap,ARM_CORTEX_A15,4,12898.8,4
demap,ARM_CORTEX_A15,5,14925.599999999999,4
demap,ARM_CORTEX_A15,6,17100.0,4
demap,ARM_CORTEX_A15,7,19274.4,4
demap,ARM_CORTEX_A15,8,21448.800000000003,4
demap,ARM_CORTEX_A15,9,23551.2,4
demap,ARM_CORTEX_A15,10,25725.6,4
demap,ARM_CORTEX_A15,11,39673.8,4
demap,ARM_CORTEX_A15,12,42075.0,4
demap,ARM_CORTEX_A15,13,44400.6,4
demap,ARM_CORTEX_A15,14,46499.4,4
demap,ARM_CORTEX_A15,15,37011.6,4
demap,ARM_CORTEX_A15,16,38925.0,4
demap,ARM_CORTEX_A15,17,40800.600000000006,4
demap,ARM_CORTEX_A15,18,42975.0,4
demap,ARM_CORTEX_A15,19,45151.2,4
demap,ARM_CORTEX_A15,20,47475.0,4
demap,ARM_CORTEX_A15,21,49500.0,4
demap,ARM_CORTEX_A15,22,51675.3,4
demap,ARM_CORTEX_A15,23,53924.4,4
demap,ARM_CORTEX_A15,24,55875.6,4
demap,ARM_CORTEX_A15,25,58049.99999999999,4
demap,ARM_CORTEX_A15,26,60300.0,4
demap,ARM_CORTEX_A15,27,62398.8,4
demap,ARM_CORTEX_A15,28,64574.99999999999,4
demap,ARM_CORTEX_A15,29,66675.6,4
demap,ARM_CORTEX_A15,30,68776.2,4
demap,ARM_CORTEX_A15,31,71026.20000000001,4
demap,ARM_CORTEX_A15,32,73199.7,4
demap,ARM_CORTEX_A15,33,75301.2,4
demap,ARM_CORTEX_A15,34,77588.1,4
demap,ARM_CORTEX_A15,35,79724.7,4
demap,ARM_CORTEX_A15,36,81748.8,4
demap,ARM_CORTEX_A15,37,83812.5,4
demap,ARM_CORTEX_A15,38,85950.0,4
demap,ARM_CORTEX_A15,39,88275.6,4
demap,ARM_CORTEX_A15,40,90450.0,4
demap,ARM_CORTEX_A15,41,92550.59999999999,4
demap,ARM_CORTEX_A15,42,94649.40000000001,4
demap,ARM_CORTEX_A15,43,96824.7,4
demap,ARM_CORTEX_A15,44,98926.2,4
demap,ARM_CORTEX_A15,45,101213.1,4
demap,ARM_CORTEX_A15,46,103125.6,4
demap,ARM_CORTEX_A15,47,105525.0,4
demap,ARM_CORTEX_A15,48,107550.0,4
demap,ARM_CORTEX_A15,49,109650.6,4
demap,ARM_CORTEX_A15,50,111900.6,4
demap,ARM_CORTEX_A15,51,113923.8,4
demap,ARM_CORTEX_A15,52,116099.99999999999,4
demap,ARM_CORTEX_A15,53,118200.6,4
demap,ARM_CORTEX_A15,54,120301.20000000001,4
demap,ARM_CORTEX_A15,55,122549.40000000001,4
demap,ARM_CORTEX_A15,56,124801.2,4
demap,ARM_CORTEX_A15,57,126750.6,4
demap,ARM_CORTEX_A15,58,129000.6,4
demap,ARM_CORTEX_A15,59,131025.6,4
demap,ARM_CORTEX_A15,60,133200.0,4
demap,ARM_CORTEX_A15,61,135450.0,4
demap,ARM_CORTEX_A15,62,137624.40000000002,4
demap,ARM_CORTEX_A15,63,139725.0,4
demap,ARM_CORTEX_A15,64,141899.4,4
demap,ARM_CORTEX_A15,65,144075.6,4
demap,ARM_CORTEX_A15,66,146250.0,4
demap,ARM_CORTEX_A15,67,148275.0,4
demap,ARM_CORTEX_A15,68,150375.59999999998,4
demap,ARM_CORTEX_A15,69,152550.0,4
demap,ARM_CORTEX_A15,70,154726.19999999998,4
demap,ARM_CORTEX_A15,71,156974.4,4
demap,ARM_CORTEX_A15,72,159150.6,4
demap,ARM_CORTEX_A15,73,161398.80000000002,4
demap,ARM_CORTEX_A15,74,163313.1,4
demap,ARM_CORTEX_A15,75,165524.4,4
demap,ARM_CORTEX_A15,76,167698.8,4
demap,ARM_CORTEX_A15,77,169725.6,4
demap,ARM_CORTEX_A15,78,172049.4,4
demap,ARM_CORTEX_A15,79,174150.0,4
demap,ARM_CORTEX_A15,80,176326.2,4
demap,ARM_CORTEX_A15,81,178574.4,4
demap,ARM_CORTEX_A15,82,180599.4,4
demap,ARM_CORTEX_A15,83,182626.2,4
demap,ARM_CORTEX_A15,84,184874.40000000002,4
demap,ARM_CORTEX_A15,85,186975.0,4
demap,ARM_CORTEX_A15,86,189225.0,4
demap,ARM_CORTEX_A15,87,191399.4,4
demap,ARM_CORTEX_A15,88,193575.59999999998,4
demap,ARM_CORTEX_A15,89,195899.40000000002,4
demap,ARM_CORTEX_A15,90,198000.0,4
demap,ARM_CORTEX_A15,91,199949.4,4
demap,ARM_CORTEX_A15,92,202123.8,4
demap,ARM_CORTEX_A15,93,204187.5,4
demap,ARM_CORTEX_A15,94,206550.0,4
demap,ARM_CORTEX_A15,95,208648.80000000002,4
demap,ARM_CORTEX_A15,96,210974.40000000002,4
demap,ARM_CORTEX_A15,97,213150.6,4
demap,ARM_CORTEX_A15,98,215175.6,4
demap,ARM_CORTEX_A15,99,217350.0,4
demap,ARM_CORTEX_A15,100,219524.4,4
demap,ARM_CORTEX_A15,1,7349.4,6
demap,ARM_CORTEX_A15,2,10499.4,6
demap,ARM_CORTEX_A15,3,13649.4,6
demap,ARM_CORTEX_A15,4,16799.4,6
demap,ARM_CORTEX_A15,5,19949.4,6
demap,ARM_CORTEX_A15,6,23101.2,6
demap,ARM_CORTEX_A15,7,26325.0,6
demap,ARM_CORTEX_A15,8,29550.6,6
demap,ARM_CORTEX_A15,9,32999.4,6
demap,ARM_CORTEX_A15,10,48074.4,6
demap,ARM_CORTEX_A15,11,51148.8,6
demap,ARM_CORTEX_A15,12,54337.5,6
demap,ARM_CORTEX_A15,13,57524.4,6
demap,ARM_CORTEX_A15,14,60713.100000000006,6
demap,ARM_CORTEX_A15,15,52613.1,6
demap,ARM_CORTEX_A15,16,54826.200000000004,6
demap,ARM_CORTEX_A15,17,57900.6,6
demap,ARM_CORTEX_A15,18,61124.4,6
demap,ARM_CORTEX_A15,19,64350.0,6
demap,ARM_CORTEX_A15,20,67725.0,6
demap,ARM_CORTEX_A15,21,70800.3,6
demap,ARM_CORTEX_A15,22,75337.20000000001,6
demap,ARM_CORTEX_A15,23,77661.90000000001,6
demap,ARM_CORTEX_A15,24,79950.59999999999,6
demap,ARM_CORTEX_A15,25,83213.1,6
demap,ARM_CORTEX_A15,26,86326.2,6
demap,ARM_CORTEX_A15,27,89476.2,6
demap,ARM_CORTEX_A15,28,92626.20000000001,6
demap,ARM_CORTEX_A15,29,95774.40000000001,6
demap,ARM_CORTEX_A15,30,99000.0,6
demap,ARM_CORTEX_A15,31,102186.90000000001,6
demap,ARM_CORTEX_A15,32,105226.2,6
demap,ARM_CORTEX_A15,33,108450.0,6
demap,ARM_CORTEX_A15,34,111600.0,6
demap,ARM_CORTEX_A15,35,114675.3,6
demap,ARM_CORTEX_A15,36,117900.00000000001,6
demap,ARM_CORTEX_A15,37,120976.2,6
demap,ARM_CORTEX_A15,38,124200.0,6
demap,ARM_CORTEX_A15,39,127276.20000000001,6
demap,ARM_CORTEX_A15,40,130575.59999999999,6
demap,ARM_CORTEX_A15,41,133500.6,6
demap,ARM_CORTEX_A15,42,136724.4,6
demap,ARM_CORTEX_A15,43,139874.4,6
demap,ARM_CORTEX_A15,44,143100.0,6
demap,ARM_CORTEX_A15,45,146325.59999999998,6
demap,ARM_CORTEX_A15,46,149400.0,6
demap,ARM_CORTEX_A15,47,152513.1,6
demap,ARM_CORTEX_A15,48,155700.0,6
demap,ARM_CORTEX_A15,49,158850.0,6
demap,ARM_CORTEX_A15,50,162000.0,6
demap,ARM_CORTEX_A15,51,165225.6,6
demap,ARM_CORTEX_A15,52,168300.0,6
demap,ARM_CORTEX_A15,53,171450.0,6
demap,ARM_CORTEX_A15,54,174600.0,6
demap,ARM_CORTEX_A15,55,177750.0,6
demap,ARM_CORTEX_A15,56,180973.8,6
demap,ARM_CORTEX_A15,57,184123.8,6
demap,ARM_CORTEX_A15,58,187275.6,6
demap,ARM_CORTEX_A15,59,190425.6,6
demap,ARM_CORTEX_A15,60,193574.7,6
demap,ARM_CORTEX_A15,61,196723.8,6
demap,ARM_CORTEX_A15,62,199949.4,6
demap,ARM_CORTEX_A15,63,202950.0,6
demap,ARM_CORTEX_A15,64,206212.5,6
demap,ARM_CORTEX_A15,65,209400.3,6
demap,ARM_CORTEX_A15,66,212475.6,6
demap,ARM_CORTEX_A15,67,215625.59999999998,6
demap,ARM_CORTEX_A15,68,218775.6,6
demap,ARM_CORTEX_A15,69,222001.2,6
demap,ARM_CORTEX_A15,70,225149.40000000002,6
demap,ARM_CORTEX_A15,71,228262.5,6
demap,ARM_CORTEX_A15,72,231375.59999999998,6
demap,ARM_CORTEX_A15,73,234599.4,6
demap,ARM_CORTEX_A15,74,237749.4,6
demap,ARM_CORTEX_A15,75,240899.4,6
demap,ARM_CORTEX_A15,76,244088.1,6
demap,ARM_CORTEX_A15,77,247274.99999999997,6
demap,ARM_CORTEX_A15,78,250425.0,6
demap,ARM_CORTEX_A15,79,253501.2,6
demap,ARM_CORTEX_A15,80,256725.00000000003,6
demap,ARM_CORTEX_A15,81,259875.0,6
demap,ARM_CORTEX_A15,82,262951.2,6
demap,ARM_CORTEX_A15,83,266248.8,6
demap,ARM_CORTEX_A15,84,269325.0,6
